
n ; porownania(c); przestawienia(s); c/n; s/n;
8300;9140.78;9166.4;1.101298795180723;1.1043855421686746;
8400;8820.3;8847.24;1.0500357142857142;1.0532428571428571;
8500;8072.68;8099.94;0.9497270588235295;0.9529341176470588;
8600;9703.19;9730.91;1.1282779069767443;1.1315011627906977;
8700;8768.38;8795.48;1.0078597701149425;1.010974712643678;
8800;9322.7;9347.14;1.0593977272727273;1.0621749999999999;
8900;9840.17;9870.87;1.1056370786516854;1.1090865168539328;
9000;8861.74;8887.78;0.9846377777777777;0.9875311111111111;
9100;9720.2;9744.98;1.0681538461538462;1.070876923076923;
9200;9417.54;9441.8;1.0236456521739132;1.026282608695652;
9300;9433.94;9461.2;1.0144021505376344;1.0173333333333334;
9400;10255.21;10284.25;1.0909797872340425;1.0940691489361702;
9500;10122.89;10151.03;1.0655673684210525;1.0685294736842106;
9600;9485.86;9513.92;0.9881104166666668;0.9910333333333333;
9700;9246.87;9275.79;0.9532855670103093;0.9562670103092784;
9800;10921.62;10949.78;1.1144510204081632;1.1173244897959185;
9900;9285.38;9312.14;0.9379171717171716;0.9406202020202019;
10000;11340.08;11368.5;1.134008;1.13685;

n ; porownania(c); przestawienia(s); c/n; s/n;
100;86.41;95.43;0.8641;0.9543;
200;166.71;177.21;0.83355;0.88605;
300;290.22;302.38;0.9674;1.0079333333333333;
400;401.75;414.41;1.004375;1.036025;
500;491.94;505.18;0.98388;1.01036;
600;582.12;594.76;0.9702000000000001;0.9912666666666666;
700;701.78;716.16;1.0025428571428572;1.0230857142857142;
800;768.36;782.92;0.96045;0.9786499999999999;
900;899.61;913.77;0.9995666666666667;1.0152999999999999;
1000;1043.4;1057.46;1.0434;1.05746;
1100;1098.11;1112.31;0.998281818181818;1.011190909090909;
1200;1178.5;1193.2;0.9820833333333333;0.9943333333333334;
1300;1280.01;1294.43;0.9846230769230769;0.9957153846153847;
1400;1503.79;1518.57;1.0741357142857142;1.0846928571428571;
1500;1661.9;1677.86;1.1079333333333334;1.1185733333333332;
1600;1543.1;1559.02;0.9644375;0.9743875;
1700;1805.66;1821.2;1.0621529411764707;1.071294117647059;
1800;1667.14;1682.62;0.926188888888889;0.9347888888888888;
1900;1694.05;1709.01;0.8916052631578947;0.899478947368421;
2000;1956.21;1971.05;0.978105;0.985525;
2100;1989.36;2004.6;0.9473142857142857;0.9545714285714285;
2200;2160.17;2175.15;0.9818954545454546;0.9887045454545454;
2300;2215.27;2231.65;0.9631608695652174;0.9702826086956522;
2400;2789.5;2806.02;1.1622916666666667;1.169175;
2500;2634.39;2651.49;1.053756;1.0605959999999999;
2600;2708.65;2725.65;1.0417884615384616;1.0483269230769232;
2700;2900.15;2916.91;1.0741296296296297;1.0803370370370369;
2800;2697.57;2713.21;0.9634178571428572;0.9690035714285714;
2900;2986.49;3002.91;1.0298241379310344;1.0354862068965516;
3000;2760.24;2776.3;0.9200799999999999;0.9254333333333334;
3100;3027.92;3043.94;0.9767483870967743;0.9819161290322581;
3200;2747.32;2762.7;0.8585375000000001;0.86334375;
3300;3520.92;3538.36;1.0669454545454546;1.072230303030303;
3400;3294.17;3311.03;0.9688735294117647;0.9738323529411765;
3500;3389.66;3406.3;0.9684742857142856;0.9732285714285714;
3600;3525.59;3542.39;0.9793305555555556;0.9839972222222222;
3700;4209.57;4226.87;1.1377216216216215;1.1423972972972973;
3800;3441.8;3458.36;0.9057368421052632;0.9100947368421053;
3900;3634.75;3650.33;0.9319871794871795;0.9359820512820513;
4000;4329.22;4346.54;1.082305;1.086635;
4100;4353.0;4369.5;1.0617073170731708;1.0657317073170731;
4200;4196.11;4212.55;0.9990738095238094;1.0029880952380952;
4300;4110.03;4127.21;0.9558209302325581;0.9598162790697674;
4400;4347.66;4365.34;0.9881045454545454;0.9921227272727273;
4500;4968.33;4986.07;1.1040733333333332;1.1080155555555555;
4600;4497.01;4514.29;0.9776108695652175;0.9813673913043478;
4700;4599.81;4617.79;0.9786829787234044;0.9825085106382979;
4800;4052.1;4070.08;0.8441875;0.8479333333333333;
4900;5051.38;5069.8;1.0308938775510204;1.0346530612244897;
5000;5330.73;5347.93;1.0661459999999998;1.0695860000000001;
5100;5228.18;5246.22;1.0251333333333335;1.0286705882352942;
5200;5670.61;5688.59;1.090501923076923;1.0939596153846154;
5300;4876.22;4894.2;0.9200415094339623;0.9234339622641509;
5400;5229.72;5247.14;0.9684666666666667;0.9716925925925927;
5500;5490.07;5507.79;0.9981945454545454;1.0014163636363635;
5600;5580.73;5598.31;0.9965589285714285;0.9996982142857144;
5700;5090.14;5107.06;0.8930070175438597;0.8959754385964913;
5800;5320.62;5337.76;0.9173482758620689;0.9203034482758621;
5900;5782.99;5800.03;0.9801677966101695;0.9830559322033898;
6000;5365.71;5383.03;0.894285;0.8971716666666666;
6100;5739.08;5756.22;0.9408327868852459;0.9436426229508197;
6200;5787.23;5805.81;0.933424193548387;0.9364209677419355;
6300;6092.85;6110.87;0.9671190476190477;0.9699793650793651;
6400;6170.8;6189.54;0.9641875;0.967115625;
6500;5832.83;5849.97;0.8973584615384615;0.8999953846153846;
6600;6530.3;6547.56;0.989439393939394;0.9920545454545455;
6700;6393.94;6412.66;0.9543194029850746;0.9571134328358208;
6800;6311.52;6329.26;0.928164705882353;0.9307735294117647;
6900;7041.72;7059.98;1.0205391304347826;1.0231855072463767;
7000;6874.8;6892.5;0.9821142857142857;0.9846428571428572;
7100;6663.26;6681.58;0.938487323943662;0.9410676056338028;
7200;7141.12;7158.86;0.9918222222222222;0.9942861111111111;
7300;7088.65;7105.77;0.9710479452054794;0.9733931506849316;
7400;7355.38;7373.64;0.9939702702702703;0.9964378378378379;
7500;6929.85;6948.15;0.92398;0.9264199999999999;
7600;7082.4;7100.14;0.9318947368421052;0.9342289473684211;
7700;7238.41;7256.67;0.9400532467532468;0.9424246753246753;
7800;8697.03;8715.85;1.1150038461538463;1.1174166666666667;
7900;7324.61;7343.09;0.9271658227848101;0.9295050632911392;
8000;7547.09;7566.31;0.94338625;0.9457887500000001;
8100;8830.54;8848.76;1.0901901234567903;1.0924395061728396;
8200;7959.75;7978.29;0.9707012195121951;0.9729621951219513;
8300;7844.11;7862.13;0.9450734939759036;0.947244578313253;
8400;7061.89;7080.01;0.8407011904761905;0.8428583333333334;
8500;8315.04;8334.54;0.9782400000000001;0.9805341176470589;
8600;8460.17;8479.11;0.9837406976744186;0.9859430232558141;
8700;8666.25;8685.77;0.9961206896551724;0.9983643678160921;
8800;8180.67;8200.15;0.9296215909090909;0.9318352272727273;
8900;8519.94;8538.86;0.9572966292134832;0.9594224719101124;
9000;7656.49;7673.71;0.850721111111111;0.8526344444444445;
9100;9234.17;9253.51;1.014743956043956;1.0168692307692309;
9200;9007.04;9025.24;0.9790260869565218;0.9810043478260869;
9300;9029.91;9048.51;0.970958064516129;0.9729580645161291;
9400;9287.87;9306.47;0.9880712765957448;0.99005;
9500;9858.19;9876.99;1.037704210526316;1.0396831578947368;
9600;10394.41;10413.27;1.0827510416666666;1.084715625;
9700;9056.47;9076.85;0.9336567010309278;0.9357577319587629;
9800;10332.57;10352.25;1.0543438775510203;1.0563520408163265;
9900;10121.63;10142.75;1.0223868686868687;1.024520202020202;
10000;10217.78;10237.06;1.021778;1.023706;

n ; porownania(c); przestawienia(s); c/n; s/n;
100;106.9;119.36;1.069;1.1936;
200;219.66;232.52;1.0983;1.1626;
300;305.82;321.22;1.0194;1.0707333333333333;
400;438.32;453.48;1.0957999999999999;1.1337000000000002;
500;549.18;566.12;1.09836;1.13224;
600;616.56;632.4;1.0275999999999998;1.054;
700;618.23;634.61;0.8831857142857144;0.9065857142857143;
800;845.25;862.17;1.0565625;1.0777124999999999;
900;925.69;943.79;1.0285444444444445;1.0486555555555555;
1000;1021.3;1040.32;1.0212999999999999;1.04032;
1100;1148.47;1165.51;1.0440636363636364;1.0595545454545454;
1200;1134.12;1152.56;0.9450999999999999;0.9604666666666666;
1300;1341.9;1361.94;1.0322307692307693;1.047646153846154;
1400;1451.55;1467.39;1.0368214285714286;1.0481357142857144;
1500;1583.16;1601.32;1.0554400000000002;1.0675466666666666;
1600;1572.27;1590.41;0.98266875;0.9940062500000001;
1700;1617.54;1637.94;0.9514941176470588;0.9634941176470588;
1800;1799.87;1817.85;0.9999277777777777;1.0099166666666666;
1900;1796.58;1812.88;0.9455684210526315;0.9541473684210527;
2000;2134.99;2155.91;1.0674949999999999;1.077955;
2100;2247.06;2267.46;1.0700285714285713;1.0797428571428571;
2200;2192.8;2213.04;0.9967272727272728;1.0059272727272728;
2300;2575.56;2596.7;1.1198086956521738;1.129;
2400;2558.36;2578.64;1.0659833333333333;1.0744333333333334;
2500;2384.9;2402.58;0.95396;0.961032;
2600;2834.22;2855.38;1.0900846153846153;1.098223076923077;
2700;2561.09;2580.19;0.9485518518518519;0.955625925925926;
2800;2615.51;2635.79;0.9341107142857143;0.9413535714285715;
2900;3040.34;3060.8;1.0483931034482759;1.0554482758620691;
3000;2807.64;2826.14;0.9358799999999999;0.9420466666666666;
3100;3430.76;3450.98;1.1066967741935485;1.1132193548387097;
3200;2780.93;2801.29;0.8690406249999999;0.875403125;
3300;3516.41;3538.21;1.065578787878788;1.0721848484848484;
3400;3565.3;3584.38;1.0486176470588235;1.054229411764706;
3500;3712.24;3731.6;1.06064;1.0661714285714285;
3600;3355.08;3376.56;0.9319666666666666;0.9379333333333333;
3700;3636.35;3657.73;0.9827972972972973;0.9885756756756757;
3800;4457.3;4479.16;1.1729736842105263;1.1787263157894736;
3900;4042.83;4065.15;1.0366230769230769;1.0423461538461538;
4000;3765.59;3787.73;0.9413975;0.9469325;
4100;4511.16;4531.66;1.1002829268292682;1.1052829268292683;
4200;4746.54;4768.24;1.1301285714285714;1.1352952380952381;
4300;4114.99;4135.95;0.9569744186046512;0.9618488372093023;
4400;4528.87;4550.21;1.0292886363636364;1.0341386363636365;
4500;4242.39;4262.11;0.9427533333333334;0.9471355555555555;
4600;4736.38;4758.34;1.0296478260869566;1.034421739130435;
4700;4442.75;4463.87;0.9452659574468085;0.9497595744680851;
4800;4974.07;4995.21;1.0362645833333333;1.04066875;
4900;4515.59;4536.43;0.9215489795918368;0.9258020408163266;
5000;4682.53;4703.65;0.936506;0.94073;
5100;5105.49;5127.61;1.0010764705882353;1.005413725490196;
5200;5347.66;5368.9;1.028396153846154;1.0324807692307691;
5300;5818.67;5842.31;1.0978622641509435;1.102322641509434;
5400;5909.61;5930.67;1.094372222222222;1.0982722222222223;
5500;5847.36;5869.56;1.0631563636363637;1.0671927272727273;
